Farm_ID,Region,Crop_Type,Season,Area_Planted_Ha,Fertilizer_Used_kg,Rainfall_mm,Yield_Tonnes,Soil_Type,Market_Price_KES_per_Tonne,Year
FARM097163,Nyeri,Coffee,Short Rains,7.17,480.6,899.7,0.56,Sandy,62920.64,2024
FARM097164,Bungoma,Sugarcane,Short Rains,5.03,281.9,565.4,2.98,Clay,37258.03,2016
FARM097165,Bungoma,Tea,Long Rains,9.17,191.0,1480.0,10.12,Loamy,69805.25,2020
FARM097166,Nyeri,Maize,Short Rains,1.5,459.1,940.4,6.31,Loamy,34327.78,2024
FARM097167,Bungoma,Coffee,Long Rains,1.69,414.7,1348.5,10.24,Clay,36111.86,2022
FARM097168,Nyeri,Maize,Short Rains,0.87,483.8,717.1,9.04,Sandy,41620.51,2018
FARM097169,Nakuru,Tea,Long Rains,6.01,409.0,1145.3,5.04,Clay,61229.22,2024
FARM097170,Embu,Tea,Short Rains,3.09,390.3,1433.5,4.95,Loamy,31844.58,2021
FARM097171,Kisumu,Wheat,Long Rains,2.41,314.1,614.6,11.33,Sandy,28262.09,2017
FARM097172,Embu,Coffee,Short Rains,7.22,112.9,599.8,1.95,Loamy,17768.53,2017
FARM097173,Nyeri,Beans,Long Rains,8.22,296.9,210.7,5.9,Loamy,72757.16,2018
FARM097174,Embu,Tea,Long Rains,5.2,399.3,555.1,7.45,Loamy,12498.76,2022
FARM097175,Nakuru,Tea,Short Rains,0.93,249.4,1321.2,10.2,Clay,78868.46,2019
FARM097176,Meru,Maize,Long Rains,2.42,389.2,592.9,8.26,Loamy,74178.75,2024
FARM097177,Meru,Coffee,Long Rains,4.67,196.9,797.7,11.37,Loamy,74040.27,2024
FARM097178,Meru,Tea,Long Rains,0.94,461.3,1409.9,1.37,Clay,79296.69,2021
FARM097179,Nakuru,Beans,Short Rains,6.85,193.2,633.9,6.09,Clay,21954.73,2015
FARM097180,Bungoma,Maize,Long Rains,5.59,337.0,445.8,0.27,Loamy,64523.8,2017
FARM097181,Embu,Coffee,Long Rains,3.39,165.8,1096.1,1.32,Loamy,66587.01,2015
FARM097182,Nakuru,Beans,Short Rains,8.84,309.2,281.0,7.54,Sandy,26575.82,2016
FARM097183,Kisumu,Beans,Long Rains,1.87,494.7,987.3,2.57,Sandy,27826.05,2022
FARM097184,Embu,Beans,Short Rains,0.5,185.8,1355.8,5.5,Sandy,18346.39,2022
FARM097185,Nyeri,Maize,Short Rains,1.36,215.3,599.0,2.09,Clay,66620.75,2020
FARM097186,Embu,Maize,Long Rains,7.12,52.3,471.0,2.05,Clay,20358.64,2019
FARM097187,Kisumu,Tea,Long Rains,5.63,150.0,1344.0,5.96,Loamy,14013.25,2018
FARM097188,Nakuru,Coffee,Long Rains,2.26,280.6,747.1,4.76,Sandy,23409.61,2021
FARM097189,Bungoma,Tea,Long Rains,3.66,186.5,926.6,5.69,Sandy,26746.3,2021
FARM097190,Embu,Coffee,Long Rains,5.09,334.8,396.9,1.24,Sandy,66228.65,2015
FARM097191,Nyeri,Wheat,Long Rains,9.14,273.5,318.3,9.18,Clay,57518.53,2019
FARM097192,Kisumu,Maize,Short Rains,2.78,179.3,1440.7,9.59,Loamy,78272.06,2024
FARM097193,Nyeri,Wheat,Short Rains,9.85,460.9,1055.5,2.33,Loamy,72844.89,2023
FARM097194,Uasin Gishu,Tea,Long Rains,4.06,309.5,758.3,7.54,Clay,49507.79,2017
FARM097195,Uasin Gishu,Wheat,Long Rains,6.81,139.4,550.4,4.47,Clay,21554.57,2022
FARM097196,Nyeri,Coffee,Long Rains,9.0,207.2,304.9,11.78,Clay,45356.01,2018
FARM097197,Bungoma,Beans,Long Rains,7.08,230.7,210.8,10.77,Sandy,20777.71,2018
FARM097198,Nakuru,Coffee,Short Rains,6.43,80.6,1128.4,5.65,Clay,54371.25,2023
FARM097199,Meru,Wheat,Short Rains,8.25,136.2,825.9,2.52,Clay,68111.61,2023
FARM097200,Meru,Sugarcane,Short Rains,6.22,56.1,691.9,4.54,Clay,57031.71,2019
FARM097201,Nyeri,Wheat,Short Rains,5.98,442.5,319.1,11.32,Clay,71111.15,2017
FARM097202,Uasin Gishu,Beans,Long Rains,3.47,291.3,1438.9,9.36,Loamy,60832.93,2016
FARM097203,Nyeri,Maize,Long Rains,2.06,280.9,1259.8,7.72,Clay,69033.14,2015
FARM097204,Nakuru,Beans,Long Rains,9.98,253.0,1083.4,0.98,Loamy,45567.95,2021
FARM097205,Embu,Beans,Long Rains,4.24,284.7,1152.4,10.78,Clay,46916.34,2017
FARM097206,Nakuru,Beans,Short Rains,9.05,90.8,940.3,3.26,Loamy,12761.57,2023
FARM097207,Uasin Gishu,Maize,Short Rains,5.65,211.2,360.5,3.18,Clay,43904.17,2023
FARM097208,Embu,Coffee,Long Rains,6.23,349.7,376.8,1.12,Sandy,16208.87,2019
FARM097209,Nyeri,Beans,Short Rains,2.43,84.6,1153.0,3.85,Sandy,68360.9,2019
FARM097210,Embu,Beans,Long Rains,7.47,323.0,617.9,3.74,Sandy,37247.06,2022
FARM097211,Bungoma,Coffee,Long Rains,6.4,176.3,1473.5,3.67,Loamy,48591.44,2019
FARM097212,Meru,Beans,Long Rains,7.58,363.8,1373.0,2.78,Sandy,62197.47,2024
FARM097213,Embu,Maize,Short Rains,6.52,119.3,499.5,3.19,Loamy,58555.44,2023
FARM097214,Nyeri,Beans,Short Rains,3.19,133.4,1220.5,7.08,Loamy,43916.77,2016
FARM097215,Embu,Wheat,Short Rains,6.19,481.7,282.6,10.01,Loamy,66349.8,2022
FARM097216,Meru,Sugarcane,Short Rains,8.5,430.4,732.5,2.93,Loamy,44992.39,2020
FARM097217,Kisumu,Maize,Short Rains,0.52,382.7,1151.1,6.31,Clay,60321.29,2024
FARM097218,Kisumu,Wheat,Short Rains,8.39,391.3,956.6,11.13,Loamy,69267.24,2016
FARM097219,Uasin Gishu,Sugarcane,Long Rains,8.33,251.2,218.8,10.69,Loamy,54210.71,2016
FARM097220,Nakuru,Coffee,Long Rains,3.85,206.5,1416.6,7.05,Loamy,38623.84,2020
FARM097221,Nakuru,Wheat,Short Rains,1.45,452.1,565.2,11.19,Sandy,74628.74,2015
FARM097222,Uasin Gishu,Tea,Short Rains,3.0,82.3,526.9,11.42,Clay,65016.14,2018
FARM097223,Embu,Wheat,Long Rains,3.07,233.0,437.0,1.13,Clay,32894.7,2021
FARM097224,Embu,Sugarcane,Long Rains,9.03,140.1,298.8,10.59,Loamy,13645.48,2021
FARM097225,Nyeri,Wheat,Long Rains,5.44,123.7,1271.1,11.16,Sandy,26460.71,2015
FARM097226,Uasin Gishu,Wheat,Long Rains,5.21,120.6,949.0,9.71,Clay,21882.41,2016
FARM097227,Embu,Wheat,Short Rains,9.03,147.1,639.0,9.79,Loamy,21619.03,2024
FARM097228,Uasin Gishu,Beans,Short Rains,6.98,175.4,817.6,10.98,Clay,44224.71,2020
FARM097229,Kisumu,Beans,Long Rains,5.74,286.6,737.7,5.74,Sandy,44997.69,2024
FARM097230,Uasin Gishu,Maize,Short Rains,4.71,277.8,1081.9,11.25,Clay,78018.06,2022
FARM097231,Nakuru,Coffee,Short Rains,5.73,63.9,590.1,9.03,Sandy,26015.05,2015
FARM097232,Embu,Wheat,Short Rains,9.43,183.1,406.0,2.01,Sandy,29940.39,2024
FARM097233,Nyeri,Sugarcane,Long Rains,1.55,458.4,1340.8,9.18,Clay,23335.16,2024
FARM097234,Nakuru,Maize,Long Rains,6.49,275.2,696.8,8.65,Sandy,13621.52,2015
FARM097235,Embu,Beans,Long Rains,9.83,487.8,487.6,9.87,Sandy,13622.92,2015
FARM097236,Bungoma,Maize,Short Rains,3.87,151.0,1354.1,10.75,Sandy,59461.02,2020
FARM097237,Meru,Tea,Short Rains,3.7,149.7,1350.7,5.72,Sandy,34006.89,2016
FARM097238,Embu,Wheat,Long Rains,1.32,318.8,661.5,2.56,Clay,63576.58,2019
FARM097239,Nakuru,Maize,Short Rains,7.52,412.1,1026.1,5.61,Clay,32931.44,2023
FARM097240,Nakuru,Sugarcane,Short Rains,9.12,68.7,1292.4,5.1,Clay,48423.01,2024
FARM097241,Bungoma,Beans,Long Rains,9.81,147.3,1095.4,4.18,Clay,42857.0,2019
FARM097242,Uasin Gishu,Wheat,Long Rains,7.53,478.8,1000.2,5.34,Loamy,15620.95,2019
FARM097243,Kisumu,Coffee,Short Rains,1.96,472.7,450.3,1.04,Sandy,34960.01,2016
FARM097244,Bungoma,Beans,Long Rains,6.67,400.5,589.4,2.17,Sandy,44814.08,2020
FARM097245,Kisumu,Wheat,Long Rains,1.69,191.5,1291.9,8.55,Clay,36948.83,2017
FARM097246,Nakuru,Tea,Short Rains,6.41,153.3,1295.2,11.47,Sandy,69740.29,2021
FARM097247,Uasin Gishu,Tea,Short Rains,6.19,310.4,778.5,11.61,Clay,26924.15,2020
FARM097248,Kisumu,Wheat,Long Rains,2.06,75.7,472.2,3.32,Loamy,64198.03,2018
FARM097249,Embu,Sugarcane,Short Rains,7.34,234.3,1428.9,2.38,Clay,19223.76,2018
FARM097250,Meru,Beans,Short Rains,7.77,349.5,1281.6,2.26,Loamy,36982.39,2015
FARM097251,Bungoma,Maize,Short Rains,9.77,181.1,608.3,9.24,Clay,73592.99,2017
FARM097252,Embu,Beans,Short Rains,4.05,220.1,1269.1,5.02,Sandy,38579.91,2015
FARM097253,Kisumu,Sugarcane,Long Rains,5.43,254.2,440.8,6.89,Loamy,45437.0,2021
FARM097254,Uasin Gishu,Tea,Short Rains,8.66,461.7,261.3,7.93,Clay,18097.21,2020
FARM097255,Nyeri,Beans,Short Rains,8.54,447.0,1436.6,3.41,Loamy,57787.12,2019
FARM097256,Bungoma,Maize,Long Rains,0.55,283.2,1412.6,11.53,Loamy,65686.3,2020
FARM097257,Embu,Coffee,Short Rains,2.64,297.6,870.7,3.59,Clay,21294.13,2022
FARM097258,Nyeri,Tea,Long Rains,7.84,174.8,721.5,11.52,Loamy,78909.5,2022
FARM097259,Bungoma,Tea,Short Rains,9.23,149.1,691.4,3.15,Loamy,51538.98,2015
FARM097260,Kisumu,Coffee,Long Rains,4.41,313.3,960.2,10.11,Sandy,53103.28,2015
FARM097261,Nakuru,Sugarcane,Long Rains,6.83,175.1,344.6,1.73,Clay,66625.53,2015
FARM097262,Embu,Coffee,Short Rains,2.53,441.5,1262.9,7.8,Sandy,63365.58,2022
FARM097263,Uasin Gishu,Wheat,Long Rains,7.07,142.6,706.8,10.03,Loamy,24710.64,2022
FARM097264,Meru,Maize,Short Rains,6.15,393.1,1308.5,10.65,Sandy,72102.8,2019
FARM097265,Nyeri,Beans,Long Rains,3.31,235.9,614.5,7.03,Loamy,25557.92,2021
FARM097266,Bungoma,Beans,Short Rains,8.85,192.8,876.6,5.88,Sandy,79892.63,2015
FARM097267,Uasin Gishu,Tea,Short Rains,2.4,139.5,1187.3,3.46,Loamy,37550.79,2017
FARM097268,Embu,Maize,Short Rains,2.6,448.3,1355.7,7.58,Sandy,60624.36,2021
FARM097269,Meru,Tea,Long Rains,7.78,202.3,374.8,5.34,Sandy,61207.6,2019
FARM097270,Bungoma,Wheat,Short Rains,9.77,345.0,260.1,11.32,Sandy,27609.22,2017
FARM097271,Bungoma,Beans,Short Rains,0.98,122.9,1220.8,1.44,Sandy,66316.05,2015
FARM097272,Bungoma,Sugarcane,Long Rains,0.54,389.7,1102.0,5.38,Clay,71553.72,2024
FARM097273,Kisumu,Sugarcane,Short Rains,7.13,121.0,985.3,2.26,Clay,55073.45,2020
FARM097274,Nyeri,Tea,Long Rains,4.75,471.7,462.0,2.66,Loamy,53326.65,2019
FARM097275,Kisumu,Beans,Long Rains,9.14,477.4,1343.6,2.21,Clay,25879.13,2024
FARM097276,Meru,Coffee,Long Rains,2.98,415.4,809.5,10.03,Sandy,11171.93,2016
FARM097277,Embu,Tea,Short Rains,9.08,285.9,632.7,12.0,Sandy,47336.79,2015
FARM097278,Meru,Coffee,Long Rains,6.71,146.7,770.1,0.51,Clay,41103.53,2020
FARM097279,Embu,Tea,Short Rains,4.16,328.9,1253.2,5.55,Sandy,75287.13,2016
FARM097280,Bungoma,Coffee,Long Rains,6.21,112.1,1225.3,7.14,Clay,48204.04,2020
FARM097281,Nakuru,Tea,Short Rains,6.49,307.1,1467.8,1.31,Sandy,48801.21,2022
FARM097282,Bungoma,Beans,Short Rains,9.03,341.3,1228.2,7.58,Clay,21753.96,2023
FARM097283,Embu,Tea,Long Rains,6.22,477.4,801.3,8.1,Loamy,77402.46,2024
FARM097284,Embu,Sugarcane,Long Rains,3.29,292.9,887.4,4.83,Sandy,73662.46,2015
FARM097285,Kisumu,Wheat,Short Rains,8.91,349.5,302.4,10.59,Loamy,17146.56,2024
FARM097286,Bungoma,Tea,Short Rains,7.28,50.9,375.3,11.48,Clay,54970.57,2018
FARM097287,Meru,Beans,Long Rains,1.71,251.0,885.9,3.01,Clay,18493.41,2019
FARM097288,Nakuru,Coffee,Long Rains,5.98,88.3,1279.1,2.07,Sandy,67280.97,2016
FARM097289,Nakuru,Coffee,Long Rains,1.65,266.2,1262.7,8.44,Clay,45397.32,2022
FARM097290,Bungoma,Wheat,Short Rains,2.81,379.1,1474.7,1.12,Clay,34553.87,2020
FARM097291,Nyeri,Tea,Long Rains,8.1,286.6,1174.2,1.12,Clay,31131.09,2016
FARM097292,Bungoma,Beans,Long Rains,5.59,371.2,342.8,8.03,Sandy,47770.38,2016
FARM097293,Nyeri,Wheat,Long Rains,5.96,224.4,891.6,2.1,Loamy,16817.12,2016
FARM097294,Uasin Gishu,Maize,Short Rains,8.99,96.0,813.3,6.21,Sandy,68389.66,2020
FARM097295,Nyeri,Sugarcane,Long Rains,6.67,233.4,204.4,9.79,Sandy,35580.35,2023
FARM097296,Nakuru,Tea,Short Rains,3.15,282.2,446.8,11.03,Clay,23216.04,2021
FARM097297,Nyeri,Sugarcane,Short Rains,6.85,354.5,1050.7,2.62,Sandy,79948.01,2016
FARM097298,Kisumu,Coffee,Short Rains,3.36,278.2,673.6,6.89,Loamy,73168.07,2015
FARM097299,Embu,Beans,Short Rains,7.89,93.9,813.6,0.7,Sandy,54995.53,2016
FARM097300,Nakuru,Sugarcane,Short Rains,9.63,404.6,1353.2,8.95,Loamy,50084.74,2019
FARM097301,Nyeri,Maize,Long Rains,1.49,105.2,667.2,8.69,Sandy,32184.12,2021
FARM097302,Embu,Beans,Long Rains,3.47,314.7,1099.7,2.46,Sandy,23070.42,2021
FARM097303,Bungoma,Coffee,Long Rains,6.0,125.5,673.6,7.25,Loamy,50821.2,2020
FARM097304,Embu,Coffee,Short Rains,8.7,66.1,725.5,6.17,Clay,21654.56,2024
FARM097305,Embu,Wheat,Short Rains,6.38,237.5,1394.2,8.38,Loamy,31495.05,2023
FARM097306,Bungoma,Maize,Short Rains,9.9,164.9,521.7,10.58,Loamy,60490.92,2024
FARM097307,Uasin Gishu,Sugarcane,Short Rains,7.22,211.9,695.9,6.36,Clay,30204.93,2020
FARM097308,Meru,Coffee,Short Rains,8.34,78.2,1300.3,11.13,Loamy,35983.24,2020
FARM097309,Nakuru,Maize,Short Rains,8.39,223.1,243.1,5.0,Sandy,65918.77,2018
FARM097310,Nyeri,Tea,Short Rains,0.7,218.1,1455.3,11.13,Clay,27742.53,2015
FARM097311,Bungoma,Sugarcane,Short Rains,5.06,398.4,1353.1,10.9,Sandy,12595.31,2016
FARM097312,Nakuru,Beans,Long Rains,5.36,302.5,1039.4,3.21,Loamy,37657.43,2021
FARM097313,Nyeri,Sugarcane,Long Rains,8.64,488.0,884.5,10.78,Loamy,74507.89,2022
FARM097314,Nakuru,Tea,Long Rains,2.33,420.5,1380.9,10.35,Loamy,67236.31,2016
FARM097315,Uasin Gishu,Maize,Short Rains,5.34,447.8,706.5,4.83,Clay,72717.54,2016
FARM097316,Embu,Coffee,Long Rains,4.36,491.2,1054.1,1.15,Clay,27080.51,2017
FARM097317,Meru,Wheat,Short Rains,1.38,373.6,1034.6,7.5,Clay,68501.61,2016
FARM097318,Nakuru,Maize,Short Rains,6.31,162.3,415.4,8.1,Loamy,37954.02,2015
FARM097319,Embu,Sugarcane,Short Rains,9.01,370.8,1041.8,8.59,Loamy,24418.46,2022
FARM097320,Meru,Wheat,Long Rains,7.33,72.1,1310.3,4.39,Loamy,44220.76,2018
FARM097321,Embu,Beans,Long Rains,5.12,111.5,320.3,6.71,Clay,20228.01,2018
FARM097322,Uasin Gishu,Tea,Long Rains,2.19,461.3,1476.6,8.55,Loamy,39175.97,2020
FARM097323,Embu,Wheat,Short Rains,6.51,171.5,655.5,0.7,Clay,18498.75,2024
FARM097324,Bungoma,Maize,Long Rains,5.31,105.8,737.5,7.58,Clay,12844.43,2020
FARM097325,Nyeri,Beans,Short Rains,7.67,420.4,422.6,8.91,Sandy,39121.79,2015
FARM097326,Embu,Wheat,Long Rains,0.54,480.6,1177.9,1.18,Sandy,38249.8,2022
FARM097327,Meru,Tea,Short Rains,3.02,104.3,419.6,9.63,Clay,62612.47,2017
FARM097328,Embu,Wheat,Short Rains,3.38,244.2,615.7,8.3,Clay,43372.45,2018
FARM097329,Kisumu,Tea,Long Rains,3.1,54.6,1306.8,7.9,Sandy,39578.26,2020
FARM097330,Uasin Gishu,Coffee,Short Rains,6.91,268.5,1034.9,11.82,Sandy,44910.58,2017
FARM097331,Bungoma,Tea,Short Rains,4.36,477.3,333.1,9.94,Clay,74594.88,2017
FARM097332,Nyeri,Sugarcane,Short Rains,0.89,388.8,1062.8,11.37,Loamy,36029.05,2019
FARM097333,Bungoma,Sugarcane,Long Rains,8.61,416.4,393.8,11.11,Loamy,56694.08,2018
FARM097334,Bungoma,Beans,Long Rains,8.37,285.9,654.2,8.99,Loamy,29524.18,2020
FARM097335,Nyeri,Beans,Short Rains,8.47,167.5,218.1,10.82,Sandy,32341.64,2022
FARM097336,Kisumu,Maize,Long Rains,4.54,112.5,610.5,1.55,Loamy,43079.07,2015
FARM097337,Kisumu,Beans,Long Rains,6.06,247.9,717.3,5.26,Sandy,25441.82,2015
FARM097338,Bungoma,Coffee,Short Rains,9.16,335.2,1470.9,6.9,Clay,12173.03,2023
FARM097339,Nakuru,Sugarcane,Short Rains,7.61,248.3,792.3,10.06,Sandy,64900.97,2020
FARM097340,Bungoma,Maize,Short Rains,8.42,400.5,1276.5,11.09,Clay,36982.59,2016
FARM097341,Kisumu,Maize,Short Rains,5.48,260.0,706.3,7.54,Clay,60085.94,2023
FARM097342,Meru,Coffee,Short Rains,3.2,110.2,1416.8,1.26,Clay,77451.74,2018
FARM097343,Nyeri,Beans,Short Rains,9.47,180.2,625.0,4.41,Clay,64081.27,2015
FARM097344,Meru,Coffee,Long Rains,4.4,139.4,359.9,7.83,Loamy,51171.46,2020
FARM097345,Bungoma,Wheat,Short Rains,2.32,315.7,1095.8,7.86,Loamy,44009.71,2020
FARM097346,Kisumu,Coffee,Long Rains,9.51,375.4,972.0,2.51,Sandy,38441.12,2020
FARM097347,Nakuru,Maize,Long Rains,0.97,332.6,318.7,1.05,Clay,75355.75,2024
FARM097348,Nyeri,Wheat,Short Rains,1.08,376.4,220.1,2.11,Sandy,58552.69,2024
FARM097349,Kisumu,Beans,Long Rains,5.33,362.8,271.3,8.62,Sandy,63701.67,2019
FARM097350,Nyeri,Sugarcane,Short Rains,2.59,51.7,248.3,0.24,Clay,76371.04,2019
FARM097351,Uasin Gishu,Maize,Long Rains,2.81,333.2,718.8,5.61,Sandy,71945.97,2024
FARM097352,Bungoma,Wheat,Short Rains,7.34,95.4,392.9,4.91,Loamy,18606.33,2020
FARM097353,Bungoma,Maize,Long Rains,8.1,193.8,317.7,2.99,Clay,30902.86,2021
FARM097354,Meru,Sugarcane,Short Rains,4.71,240.3,321.9,0.22,Sandy,42745.26,2016
FARM097355,Embu,Sugarcane,Short Rains,3.24,371.2,628.4,4.49,Clay,58612.8,2024
FARM097356,Meru,Tea,Long Rains,9.46,152.7,1344.5,7.34,Clay,19010.92,2020
FARM097357,Meru,Beans,Long Rains,3.99,189.7,583.5,8.01,Sandy,69267.69,2017
FARM097358,Uasin Gishu,Wheat,Long Rains,4.26,486.1,1471.3,4.77,Clay,67606.3,2019
FARM097359,Kisumu,Maize,Short Rains,6.74,343.3,203.5,10.47,Loamy,79701.96,2022
FARM097360,Nyeri,Beans,Short Rains,7.65,481.3,1186.5,10.1,Sandy,67088.65,2017
FARM097361,Nyeri,Wheat,Long Rains,4.28,359.5,250.5,6.9,Sandy,32977.72,2019
FARM097362,Bungoma,Maize,Long Rains,3.44,365.0,817.1,10.53,Loamy,65055.57,2019
FARM097363,Meru,Sugarcane,Short Rains,9.02,121.1,201.2,8.45,Sandy,74938.34,2021
FARM097364,Uasin Gishu,Coffee,Long Rains,4.65,119.8,255.1,7.44,Clay,12845.94,2018
FARM097365,Bungoma,Wheat,Long Rains,3.25,116.0,1293.0,1.78,Clay,69974.41,2018
FARM097366,Bungoma,Beans,Long Rains,9.86,238.9,403.1,2.17,Sandy,48809.77,2018
FARM097367,Nakuru,Tea,Long Rains,5.66,485.0,1459.9,8.0,Loamy,34694.82,2020
FARM097368,Embu,Wheat,Short Rains,4.05,254.6,563.1,5.11,Loamy,54186.78,2020
FARM097369,Bungoma,Coffee,Long Rains,7.93,467.1,321.0,3.91,Sandy,65383.92,2015
FARM097370,Bungoma,Beans,Long Rains,6.96,429.6,985.5,6.7,Clay,59400.95,2015
FARM097371,Meru,Coffee,Long Rains,5.95,319.1,1379.7,4.9,Sandy,44863.11,2019
FARM097372,Nakuru,Coffee,Long Rains,8.68,67.6,1422.2,1.22,Clay,51911.34,2023
FARM097373,Uasin Gishu,Maize,Short Rains,6.52,305.5,1440.8,0.93,Sandy,45125.81,2017
FARM097374,Uasin Gishu,Coffee,Long Rains,9.81,67.1,1193.9,11.11,Clay,58615.79,2016
FARM097375,Nyeri,Wheat,Short Rains,6.83,483.7,1233.4,7.53,Loamy,76218.63,2017
FARM097376,Nyeri,Sugarcane,Short Rains,8.0,79.1,1323.5,3.83,Sandy,54526.92,2020
FARM097377,Nyeri,Maize,Long Rains,3.18,405.8,1309.2,9.42,Sandy,36437.26,2023
FARM097378,Kisumu,Wheat,Short Rains,9.35,411.7,261.9,11.88,Sandy,62129.13,2023
FARM097379,Bungoma,Maize,Long Rains,8.37,396.3,1238.7,4.3,Loamy,74884.18,2023
FARM097380,Meru,Sugarcane,Short Rains,4.95,283.8,1485.4,10.13,Sandy,67969.32,2019
FARM097381,Nakuru,Beans,Long Rains,8.91,273.0,835.6,11.03,Loamy,59127.44,2019
FARM097382,Bungoma,Beans,Short Rains,8.88,89.5,399.4,3.38,Sandy,50971.93,2015
FARM097383,Nyeri,Sugarcane,Long Rains,9.6,465.1,223.3,7.21,Loamy,73419.09,2023
FARM097384,Embu,Wheat,Short Rains,6.18,180.8,1306.7,2.99,Sandy,66548.42,2019
FARM097385,Meru,Beans,Long Rains,7.3,77.8,1289.6,7.31,Clay,16496.01,2024
FARM097386,Embu,Coffee,Short Rains,9.64,461.1,708.5,4.84,Sandy,46263.37,2017
FARM097387,Bungoma,Coffee,Long Rains,4.59,213.6,207.9,2.51,Sandy,25749.9,2019
FARM097388,Uasin Gishu,Wheat,Short Rains,1.57,428.7,1329.9,7.64,Clay,76563.76,2023
FARM097389,Nyeri,Sugarcane,Short Rains,2.93,221.9,587.0,11.15,Sandy,47660.8,2020
FARM097390,Nyeri,Maize,Short Rains,2.65,143.7,870.7,3.93,Loamy,43488.81,2024
FARM097391,Uasin Gishu,Tea,Long Rains,1.71,471.8,267.8,11.8,Sandy,63674.0,2019
FARM097392,Uasin Gishu,Sugarcane,Long Rains,5.77,335.1,967.2,7.57,Clay,34030.99,2024
FARM097393,Embu,Wheat,Short Rains,4.59,280.3,779.6,6.23,Clay,42493.9,2021
FARM097394,Uasin Gishu,Coffee,Long Rains,4.01,363.1,872.8,8.66,Clay,35491.06,2024
FARM097395,Kisumu,Tea,Long Rains,7.52,60.5,797.3,1.95,Loamy,37344.48,2018
FARM097396,Bungoma,Coffee,Long Rains,8.99,468.4,368.0,10.69,Loamy,68264.41,2023
FARM097397,Nyeri,Beans,Long Rains,0.95,411.1,1116.7,5.34,Clay,27555.45,2015
FARM097398,Meru,Beans,Short Rains,8.34,402.2,316.5,2.35,Loamy,73999.55,2015
FARM097399,Bungoma,Tea,Short Rains,9.47,292.0,1209.5,2.86,Loamy,34629.34,2024
FARM097400,Meru,Beans,Long Rains,5.93,462.0,1218.5,9.77,Sandy,26380.71,2024
FARM097401,Meru,Coffee,Long Rains,8.36,477.8,478.5,3.03,Sandy,30705.37,2019
FARM097402,Kisumu,Sugarcane,Long Rains,6.93,144.2,1318.1,3.73,Loamy,52169.21,2022
FARM097403,Nyeri,Sugarcane,Short Rains,2.2,293.8,419.7,2.62,Loamy,56252.06,2016
FARM097404,Nakuru,Beans,Short Rains,4.59,116.7,1456.8,6.58,Sandy,11134.82,2018
FARM097405,Uasin Gishu,Tea,Short Rains,7.52,162.0,1161.1,4.42,Sandy,42877.2,2018
FARM097406,Uasin Gishu,Coffee,Long Rains,8.18,66.3,335.0,6.06,Clay,78699.82,2023
FARM097407,Meru,Maize,Long Rains,2.82,287.3,541.0,1.27,Sandy,69382.27,2017
FARM097408,Bungoma,Tea,Long Rains,2.02,192.8,1135.3,11.02,Sandy,53143.56,2015
FARM097409,Meru,Sugarcane,Short Rains,5.78,297.7,263.6,0.59,Clay,32556.56,2022
FARM097410,Meru,Maize,Long Rains,3.06,338.7,675.9,7.55,Sandy,57840.7,2018
FARM097411,Nakuru,Sugarcane,Short Rains,0.71,409.1,523.8,4.51,Sandy,23305.94,2024
FARM097412,Embu,Wheat,Short Rains,9.61,420.7,610.2,10.93,Clay,21950.72,2015
FARM097413,Uasin Gishu,Wheat,Long Rains,7.82,404.3,774.1,7.87,Loamy,57320.71,2020
FARM097414,Bungoma,Beans,Short Rains,2.21,258.6,891.4,7.89,Loamy,79707.39,2021
FARM097415,Uasin Gishu,Coffee,Short Rains,2.18,241.8,363.1,7.2,Clay,57810.7,2015
FARM097416,Kisumu,Tea,Short Rains,6.47,457.0,1481.0,2.02,Loamy,27170.03,2021
FARM097417,Kisumu,Sugarcane,Short Rains,7.67,344.7,1415.0,11.52,Loamy,40503.78,2016
FARM097418,Uasin Gishu,Coffee,Short Rains,5.16,185.9,1110.2,8.04,Clay,22312.43,2018
FARM097419,Embu,Beans,Long Rains,8.86,385.4,264.6,7.17,Clay,56926.94,2021
FARM097420,Kisumu,Tea,Long Rains,1.49,82.4,1086.8,8.47,Loamy,59854.58,2015
FARM097421,Nakuru,Sugarcane,Long Rains,6.92,226.3,666.4,2.32,Loamy,78596.49,2021
FARM097422,Embu,Beans,Long Rains,3.94,415.6,971.2,3.62,Clay,36177.24,2018
FARM097423,Uasin Gishu,Coffee,Long Rains,1.09,370.0,724.4,5.46,Loamy,71733.09,2015
FARM097424,Embu,Tea,Long Rains,5.54,151.3,1156.4,10.64,Sandy,68927.65,2016
FARM097425,Bungoma,Coffee,Short Rains,8.33,214.0,1081.6,4.78,Sandy,24704.47,2021
FARM097426,Embu,Beans,Short Rains,6.12,469.2,520.7,10.15,Clay,38021.25,2016
FARM097427,Uasin Gishu,Maize,Long Rains,0.62,444.2,1098.9,4.23,Clay,42463.28,2021
FARM097428,Nyeri,Sugarcane,Short Rains,1.14,475.4,455.0,7.21,Sandy,45241.61,2016
FARM097429,Nakuru,Maize,Long Rains,3.82,363.2,985.6,2.81,Sandy,63506.7,2020
FARM097430,Meru,Sugarcane,Short Rains,9.55,365.6,403.1,11.85,Clay,27428.33,2021
FARM097431,Bungoma,Wheat,Long Rains,5.79,464.9,802.7,4.52,Clay,52751.17,2017
